"","building_id","geo_level_1_id","geo_level_2_id","geo_level_3_id","count_floors_pre_eq","age","area_percentage","height_percentage","land_surface_condition","foundation_type","roof_type","ground_floor_type","other_floor_type","position","plan_configuration","has_superstructure_adobe_mud","has_superstructure_mud_mortar_stone","has_superstructure_stone_flag","has_superstructure_cement_mortar_stone","has_superstructure_mud_mortar_brick","has_superstructure_cement_mortar_brick","has_superstructure_timber","has_superstructure_bamboo","has_superstructure_rc_non_engineered","has_superstructure_rc_engineered","has_superstructure_other","legal_ownership_status","count_families","has_secondary_use","has_secondary_use_agriculture","has_secondary_use_hotel","has_secondary_use_rental","has_secondary_use_institution","has_secondary_use_school","has_secondary_use_industry","has_secondary_use_health_post","has_secondary_use_gov_office","has_secondary_use_use_police","has_secondary_use_other","damage_grade"
"1316",5443,3,720,3321,2,20,9,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1317",5445,26,1081,11012,1,15,17,3,"t","i","x","m","j","t","d",0,0,0,0,0,1,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"1318",5446,26,39,11440,1,10,8,3,"t","u","n","x","j","t","q",0,0,0,0,0,0,0,1,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,1
"1337",5549,26,39,1324,2,20,10,6,"t","u","x","v","s","j","d",0,0,0,0,0,1,0,0,0,0,0,"v",3,1,0,1,0,0,0,0,0,0,0,0,1
"1345",5574,27,548,4430,1,0,9,2,"t","r","n","f","j","j","d",1,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1347",5584,17,1094,542,2,25,4,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"1352",5600,26,264,7459,2,10,5,6,"t","w","q","f","q","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"1361",5627,20,11,3986,2,15,7,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1363",5635,30,710,4171,1,35,7,3,"t","r","n","v","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"1388",5716,22,171,10384,1,10,18,3,"t","u","q","v","j","j","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,2
"1400",5766,17,905,9500,2,15,6,6,"t","r","n","f","x","t","d",0,1,1,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1405",5790,6,818,122,2,25,6,5,"t","r","n","f","q","s","d",1,1,0,0,0,0,1,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"1410",5804,10,1250,5915,3,30,3,7,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"1412",5811,6,592,8546,2,30,6,6,"n","r","n","f","x","s","d",1,1,0,0,0,0,1,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"1424",5878,7,630,9216,2,10,10,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1428",5890,21,30,7495,2,50,6,4,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"1440",5929,6,398,7047,2,20,4,6,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"1441",5933,11,883,8200,2,30,7,5,"t","u","x","v","s","t","d",0,0,0,1,0,0,1,1,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1462",6003,22,965,9282,2,15,10,6,"t","r","n","x","q","s","d",0,1,0,0,0,0,1,0,0,0,1,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"1477",6097,8,1004,3124,2,70,5,6,"t","r","n","f","q","t","d",0,1,0,0,1,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"1491",6129,3,574,7671,4,15,16,12,"t","i","x","v","s","s","d",0,0,0,0,0,0,0,0,1,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,1
"1516",6244,10,661,8482,1,15,11,3,"t","i","x","v","j","t","d",0,0,0,0,0,1,0,0,0,1,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1538",6319,8,1414,12319,1,0,8,4,"t","r","n","f","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,1,0,0,0,0,0,1,0,0,0,0,2
"1540",6322,10,804,5797,2,60,27,5,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1554",6378,7,473,2304,2,25,5,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1561",6401,10,356,8368,2,15,4,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1587",6493,26,1023,10220,2,5,4,5,"t","w","n","z","x","s","d",0,0,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"1610",6588,8,440,2980,3,20,8,7,"t","u","n","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1628",6652,8,1,2487,3,10,5,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1639",6691,7,904,11866,3,35,10,7,"n","r","n","f","q","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1644",6702,7,1273,5462,2,20,4,6,"t","r","n","f","q","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1660",6766,20,922,11608,2,10,6,4,"t","r","q","f","q","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1663",6774,26,1028,11986,1,0,8,2,"t","u","n","f","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"1666",6788,7,1265,8998,2,10,5,5,"t","u","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1671",6807,17,347,11637,3,0,11,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1681",6835,21,169,10722,3,5,8,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"1698",6888,13,1159,10565,2,0,6,4,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"1700",6894,8,1004,7498,2,25,5,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1701",6895,8,613,10491,2,5,10,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1713",6938,17,367,7254,2,20,12,4,"t","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1715",6943,17,566,8116,3,10,9,8,"t","r","q","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1744",7037,3,720,6460,3,20,9,10,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1747",7055,26,991,2170,2,0,16,6,"t","w","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1751",7072,12,1103,11255,2,50,6,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1753",7077,30,73,11442,2,55,13,5,"t","r","n","f","q","t","u",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1798",7240,7,84,4695,2,25,12,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1802",7256,6,1108,5245,2,15,9,8,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1803",7258,13,1212,8748,2,25,5,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1818",7305,17,1005,11476,2,0,7,5,"t","r","n","x","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1819",7308,6,933,1690,1,5,7,3,"t","r","q","f","j","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1827",7336,2,708,2071,2,20,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1828",7337,23,1090,5935,2,20,7,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1832",7355,17,817,7152,3,15,14,7,"t","r","q","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1834",7370,6,1206,463,2,25,8,8,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1858",7469,16,1176,6328,2,10,6,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1869",7508,6,1384,8596,3,10,11,8,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1870",7510,21,46,5919,2,15,5,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1880",7560,26,1132,9472,2,995,8,5,"t","r","q","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1903",7662,30,693,343,2,45,13,4,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1905",7675,20,174,6208,2,5,6,5,"n","w","n","f","x","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,1
"1906",7685,6,673,4283,2,20,7,5,"t","r","x","f","q","s","d",0,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1918",7724,20,323,1487,1,0,13,3,"n","u","x","v","j","s","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"1920",7729,10,105,11675,2,10,3,7,"t","r","q","x","x","t","d",0,1,1,0,0,0,1,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"1922",7742,28,143,5720,2,30,19,7,"t","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1932",7781,17,343,10284,2,15,6,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1940",7833,9,445,10728,2,15,6,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,3
"1942",7835,10,575,842,1,0,5,4,"n","w","n","x","j","s","a",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"1943",7840,15,733,4991,2,10,7,4,"n","r","n","f","q","s","d",1,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"1960",7912,13,311,7516,2,0,7,5,"t","r","n","f","x","s","q",0,1,0,0,0,0,0,0,0,0,0,"w",1,0,0,0,0,0,0,0,0,0,0,0,2
"1972",7960,20,174,2982,2,0,10,5,"t","w","q","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",0,1,0,1,0,0,0,0,0,0,0,0,2
"1973",7961,22,763,2155,2,10,9,5,"t","r","n","x","x","s","d",0,1,0,1,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"2044",8225,10,87,2755,2,25,14,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2056",8263,17,21,907,2,20,6,4,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2087",8403,10,76,1841,2,30,11,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2093",8418,20,1021,4531,2,5,4,5,"t","w","n","f","x","s","d",0,0,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2097",8432,10,310,11030,2,15,7,4,"t","r","q","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2102",8451,8,1008,8001,1,15,5,5,"t","r","n","f","j","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2103",8453,21,611,5968,2,35,6,5,"t","r","q","x","q","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2110",8473,4,529,4713,2,0,7,5,"t","r","n","f","q","t","d",0,1,1,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2115",8483,7,1356,3891,2,0,5,5,"n","r","q","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2119",8503,21,1326,10844,1,10,7,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2137",8593,3,175,6924,4,20,15,12,"t","i","x","v","s","s","d",0,0,0,0,0,0,0,0,0,1,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,1
"2138",8599,10,405,4993,2,0,5,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2197",8886,22,171,4266,2,25,12,5,"t","r","n","f","x","s","d",0,1,0,1,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2200",8900,6,398,37,2,35,8,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,1,1,0,0,0,0,0,0,0,0,0,2
"2202",8908,27,548,4430,5,95,6,10,"t","r","n","f","x","j","d",1,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2203",8911,6,1280,12231,2,0,10,8,"t","r","n","f","q","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2207",8924,5,997,234,2,25,9,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2208",8927,13,918,10401,3,15,7,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"2226",8970,7,969,6746,2,15,10,7,"t","r","q","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"2232",8985,7,969,11578,2,60,9,7,"t","r","q","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"2236",8994,8,600,157,2,5,5,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2239",9000,21,935,9481,3,70,6,6,"t","r","q","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"2278",9131,27,533,3632,2,20,10,5,"t","r","n","f","q","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2281",9159,26,1050,6937,2,20,9,5,"t","w","q","v","x","s","u",0,0,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"2308",9285,9,230,11474,2,20,9,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2327",9418,10,1278,2463,2,15,5,4,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"2333",9468,2,28,1306,2,80,4,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2335",9472,21,935,3008,3,15,6,6,"t","r","n","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2343",9504,25,58,9440,2,50,7,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2348",9521,17,1279,9061,2,15,5,10,"n","r","n","f","q","s","d",0,1,1,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2350",9530,26,39,10795,1,20,17,3,"t","u","x","v","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2355",9549,17,930,2687,3,25,7,6,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2356",9563,9,445,12560,2,10,13,5,"t","u","n","v","x","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2366",9589,22,165,356,3,35,10,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"2371",9615,8,558,3025,2,55,4,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"2373",9621,3,1387,2486,5,35,10,11,"t","r","n","f","q","o","d",0,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2377",9629,10,735,8214,3,20,6,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2379",9633,3,1229,6628,3,30,17,7,"t","r","q","f","q","s","d",1,1,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2381",9641,12,416,5560,1,20,5,3,"t","r","n","f","j","t","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2391",9681,7,545,10208,3,40,5,6,"t","u","n","f","q","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2406",9743,9,1151,11929,1,10,5,2,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"r",1,0,0,0,0,0,0,0,0,0,0,0,2
"2414",9773,3,1229,281,2,20,9,5,"t","r","n","v","q","s","d",0,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2422",9799,17,1240,8737,2,30,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"2438",9858,17,1327,89,2,15,6,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",0,1,0,1,0,0,0,0,0,0,0,0,2
"2451",9904,4,13,12366,3,50,5,6,"t","r","q","f","x","t","d",0,1,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2460",9934,26,919,4113,1,5,5,4,"t","u","n","v","j","s","d",0,1,0,1,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2465",9943,8,1029,3027,2,5,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2473",9990,4,334,8114,2,15,2,5,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"2474",10002,20,1378,11819,2,10,10,8,"t","r","n","f","q","s","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2509",10151,6,673,2803,2,5,11,7,"t","i","x","v","s","j","q",0,0,0,0,0,0,0,0,1,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,1
"2513",10163,8,696,669,2,10,13,8,"t","r","n","x","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,1,0,0,0,0,1,0,0,0,0,0,3
"2515",10166,17,905,5370,2,50,10,6,"t","r","q","f","q","s","d",0,1,1,0,0,0,1,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"2518",10180,9,26,6862,1,5,8,3,"t","u","x","v","j","t","d",0,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2519",10182,20,158,9229,2,5,7,5,"n","r","q","f","x","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2533",10226,7,1411,12035,2,0,9,7,"t","i","x","v","s","t","d",0,0,0,0,0,0,0,0,1,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"2547",10260,0,81,2839,2,25,11,5,"t","u","n","f","q","t","d",0,1,0,1,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2548",10263,18,371,11761,2,15,4,8,"t","h","n","f","x","j","d",0,0,1,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2552",10277,26,1001,6626,1,0,11,3,"t","r","n","v","j","t","d",0,0,0,0,0,1,0,0,0,0,0,"a",0,0,0,0,0,0,0,0,0,0,0,0,1
"2556",10303,17,1030,1525,3,50,10,7,"t","r","n","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2565",10333,20,173,5183,2,0,9,5,"t","w","q","v","x","s","u",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"2576",10366,1,1122,5329,2,15,5,4,"t","w","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2581",10380,22,1398,3765,1,0,6,3,"t","u","n","v","j","s","d",0,0,0,1,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"2585",10399,3,1387,4194,5,85,4,10,"t","r","q","f","q","o","d",1,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2595",10425,25,725,5436,2,30,11,5,"t","r","n","f","x","s","d",1,1,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2666",10682,17,1381,12162,3,30,6,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2669",10686,0,1208,3164,2,30,17,6,"n","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2674",10700,7,1166,8314,2,40,8,5,"n","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"2701",10803,29,135,3655,2,25,3,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2710",10831,8,812,10606,3,50,5,7,"o","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2723",10887,13,553,11202,2,10,6,4,"n","r","n","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2728",10902,4,450,4633,3,20,5,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"2729",10905,10,575,1463,1,10,6,4,"n","w","n","x","j","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2730",10906,6,671,2443,2,40,5,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2748",10980,13,1212,7215,1,5,5,4,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2752",10993,13,407,6375,3,55,10,7,"t","r","q","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2759",11014,8,501,7066,3,15,6,10,"n","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2760",11016,11,155,8731,2,25,9,8,"n","r","n","f","q","s","d",0,1,1,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2764",11031,21,169,2133,2,15,9,5,"o","r","q","v","q","s","u",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2768",11037,8,979,5795,2,20,8,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2777",11075,6,1350,3790,2,30,9,7,"n","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"w",1,0,0,0,0,0,0,0,0,0,0,0,3
"2808",11200,17,409,8987,2,15,12,7,"n","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"2809",11202,4,1342,5166,2,10,82,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"2813",11224,26,491,12480,1,5,7,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
